"fecha","ciudad","producto","ventas","unidades_vendidas","edad_cliente","promocion","satisfaccion_cliente","tasa_devolucion"
2020-01-11,"Guayaquil","Carne",424.69,36,49,FALSE,2,0.04
2020-01-12,"Portoviejo","Leche",287.95,35,57,FALSE,1,0.09
2020-01-13,"Manta","Verduras",361.36,35,58,TRUE,5,0.01
2020-01-14,"Manta","Arroz",421.9,11,44,FALSE,4,0.02
2020-01-15,"Guayaquil","Leche",243.03,30,29,FALSE,5,0.07
2020-01-16,"Manta","Pan",240.91,10,45,FALSE,1,0.07
2020-01-17,"Guayaquil","Leche",204.28,30,53,FALSE,4,0.07
2020-01-18,"Quito","Atún",350.17,28,38,FALSE,1,0.01
2020-01-19,"Manta","Leche",293.39,25,57,FALSE,4,0.07
2020-01-20,"Quito","Leche",422.76,24,46,TRUE,4,0.02
2020-01-21,"Quito","Pan",248.18,34,35,FALSE,1,0.09
2020-01-22,"Guayaquil","Pan",408.69,47,21,TRUE,1,0.06
2020-01-23,"Quito","Atún",462.56,38,NA,TRUE,5,0.09
2020-01-24,"Manta","Arroz",401.03,38,59,FALSE,2,0.09
2020-01-25,"Guayaquil","Pan",71.46,7,19,TRUE,3,0.1
2020-01-26,"Portoviejo","Arroz",290.28,21,27,TRUE,4,0.05
2020-01-27,"Cuenca","Frutas",124.66,19,48,TRUE,4,0.01
2020-01-28,"Portoviejo","Frutas",187.71,35,30,FALSE,1,0.06
2020-01-29,"Quito","Leche",183.09,30,56,TRUE,3,0.05
2020-01-30,"Portoviejo","Verduras",333.75,10,36,FALSE,4,0.03
2020-01-31,"Manta","Leche",449.48,33,24,FALSE,5,0.05
2020-02-01,"Manta","Pollo",214.27,14,46,FALSE,3,0.08
2020-02-02,"Portoviejo","Pollo",319.32,20,18,FALSE,5,0
2020-02-03,"Quito","Atún",346.13,49,53,FALSE,3,0.04
2020-02-04,"Guayaquil","Pollo",229.23,36,51,FALSE,1,0.05
2020-02-05,"Cuenca","Carne",109,41,NA,TRUE,2,0.01
2020-02-06,"Manta","Frutas",241.31,33,59,FALSE,3,0.07
2020-02-07,"Manta","Verduras",394.4,2,55,TRUE,2,0
2020-02-08,"Quito","Carne",52.3,15,35,FALSE,4,0.06
2020-02-09,"Quito","Leche",473.99,11,40,TRUE,2,0.05
2020-02-10,"Manta","Atún",183.79,30,41,FALSE,5,0.08
2020-02-11,"Quito","Leche",449.52,11,51,TRUE,4,0.06
2020-02-12,"Guayaquil","Arroz",427.68,36,27,TRUE,1,0
2020-02-13,"Quito","Carne",57.11,49,54,FALSE,3,0.07
2020-02-14,"Cuenca","Verduras",470.96,18,35,FALSE,3,0.04
2020-02-15,"Portoviejo","Pollo",185.81,38,40,FALSE,1,0.05
2020-02-16,"Quito","Verduras",393.95,20,26,FALSE,3,0.08
2020-02-17,"Manta","Pan",325.59,23,39,FALSE,5,0.1
2020-02-18,"Cuenca","Carne",79.3,47,21,FALSE,5,0.09
2020-02-19,"Quito","Pan",373.53,12,55,TRUE,1,0.07
2020-02-20,"Guayaquil","Atún",227.73,21,47,FALSE,4,0.01
2020-02-21,"Guayaquil","Frutas",228.87,18,56,FALSE,3,0.03
2020-02-22,"Quito","Frutas",444.2,45,20,FALSE,5,0.08
2020-02-23,"Manta","Pollo",340.79,9,60,TRUE,3,0.07
2020-02-24,"Quito","Verduras",76.23,44,40,FALSE,2,0.04
2020-02-25,"Portoviejo","Pan",190.29,3,35,FALSE,3,0.02
2020-02-26,"Portoviejo","Carne",421.34,16,NA,FALSE,1,0.02
2020-02-27,"Manta","Carne",134.6,46,40,TRUE,2,0.09
2020-02-28,"Guayaquil","Verduras",152.08,41,51,FALSE,3,0.02
2020-02-29,"Quito","Atún",182.33,40,31,TRUE,3,0.06
2020-03-01,"Manta","Arroz",62.32,9,58,FALSE,5,0.05
2020-03-02,"Quito","Verduras",357.22,20,19,FALSE,2,0.02
2020-03-03,"Cuenca","Verduras",63.9,9,32,FALSE,4,0.01
2020-03-04,"Manta","Pan",72.31,49,21,FALSE,5,0.06
2020-03-05,"Cuenca","Pollo",393.43,48,56,FALSE,2,0.07
2020-03-06,"Guayaquil","Frutas",173,22,38,FALSE,2,0.04
2020-03-07,"Portoviejo","Frutas",393.86,7,46,FALSE,5,0.09
2020-03-08,"Guayaquil","Leche",391.59,38,39,FALSE,5,0.08
2020-03-09,"Guayaquil","Frutas",423.12,14,20,TRUE,2,0.06
2020-03-10,"Cuenca","Carne",132.42,16,NA,FALSE,3,0.07
2020-03-11,"Manta","Pan",422.95,15,30,FALSE,5,0.01
2020-03-12,"Guayaquil","Frutas",170.21,49,21,FALSE,4,0.06
2020-03-13,"Portoviejo","Verduras",112.92,38,51,TRUE,3,0.03
2020-03-14,"Cuenca","Carne",55.17,30,59,FALSE,2,0.01
2020-03-15,"Portoviejo","Pollo",400.3,12,27,TRUE,5,0.06
2020-03-16,"Manta","Carne",124.42,11,54,FALSE,1,0.05
2020-03-17,"Portoviejo","Carne",339.86,43,60,FALSE,2,0.04
2020-03-18,"Guayaquil","Carne",211.75,43,20,FALSE,4,0.05
2020-03-19,"Guayaquil","Frutas",288.85,22,27,FALSE,3,0.06
2020-03-20,"Portoviejo","Carne",476.52,47,32,FALSE,4,0.03
2020-03-21,"Cuenca","Pollo",379.51,4,56,FALSE,5,0.06
2020-03-22,"Manta","Pan",286.33,48,32,FALSE,3,0.09
2020-03-23,"Portoviejo","Pollo",341.33,14,58,FALSE,3,0.02
2020-03-24,"Cuenca","Arroz",378.2,6,52,FALSE,4,0.05
2020-03-25,"Cuenca","Atún",54.25,2,28,TRUE,2,0.03
2020-03-26,"Quito","Pollo",410.17,12,60,FALSE,4,0.03
2020-03-27,"Cuenca","Verduras",407.05,24,50,TRUE,5,0.02
2020-03-28,"Portoviejo","Atún",435.32,5,24,FALSE,2,0
2020-03-29,"Guayaquil","Pollo",183.02,41,32,TRUE,2,0.09
2020-03-30,"Cuenca","Pan",226.24,34,56,FALSE,5,0.08
2020-03-31,"Cuenca","Arroz",462.96,49,60,FALSE,3,0.06
2020-04-01,"Manta","Leche",267.16,3,27,TRUE,1,0.06
2020-04-02,"Manta","Frutas",63.64,35,49,FALSE,1,0.09
2020-04-03,"Portoviejo","Pan",454.85,9,42,FALSE,1,0.05
2020-04-04,"Manta","Pan",128.71,36,48,FALSE,3,0.03
2020-04-05,"Guayaquil","Carne",229.32,30,46,TRUE,5,0.05
2020-04-06,"Cuenca","Arroz",450.17,31,56,FALSE,2,0.04
2020-04-07,"Guayaquil","Pan",221.08,6,33,TRUE,5,0.09
2020-04-08,"Quito","Verduras",320.84,44,34,FALSE,2,0.08
2020-04-09,"Guayaquil","Leche",207.57,17,38,FALSE,3,0.04
2020-04-10,"Portoviejo","Pollo",299.98,38,18,TRUE,4,0.05
2020-04-11,"Guayaquil","Arroz",495.2,44,49,FALSE,2,0.1
2020-04-12,"Manta","Leche",178.82,27,41,FALSE,5,0.04
2020-04-13,"Guayaquil","Verduras",193.07,24,19,FALSE,1,0.05
2020-04-14,"Portoviejo","Atún",371.96,43,47,FALSE,3,0.02
2020-04-15,"Manta","Frutas",427.44,20,26,FALSE,5,0.03
2020-04-16,"Guayaquil","Verduras",191.17,33,26,TRUE,1,0.07
2020-04-17,"Guayaquil","Carne",370.52,31,56,FALSE,1,0.02
2020-04-18,"Quito","Pan",340.19,49,60,FALSE,5,0.06
2020-04-19,"Cuenca","Leche",130.74,27,43,FALSE,3,0.02
2020-04-20,"Quito","Carne",314.11,50,18,FALSE,1,0.08
2020-04-21,"Guayaquil","Atún",257.05,1,43,FALSE,5,0.02
2020-04-22,"Manta","Pan",427.91,6,40,FALSE,5,0
2020-04-23,"Manta","Atún",392.09,9,59,FALSE,5,0.01
2020-04-24,"Portoviejo","Arroz",196.55,21,27,FALSE,3,0
2020-04-25,"Portoviejo","Carne",411.68,11,51,FALSE,4,0.08
2020-04-26,"Manta","Pollo",483.36,3,53,FALSE,4,0.08
2020-04-27,"Portoviejo","Atún",307.5,4,41,TRUE,2,0.09
2020-04-28,"Quito","Arroz",55.24,19,52,FALSE,3,0.01
2020-04-29,"Cuenca","Arroz",440.6,41,22,FALSE,3,0.06
2020-04-30,"Guayaquil","Verduras",434.75,25,54,FALSE,4,0.05
2020-05-01,"Guayaquil","Carne",78.82,8,22,FALSE,4,0.04
2020-05-02,"Portoviejo","Leche",50.21,18,18,FALSE,1,0.09
2020-05-03,"Manta","Leche",98.56,36,53,TRUE,3,0.01
2020-05-04,"Guayaquil","Arroz",113.76,34,23,FALSE,3,0.08
2020-05-05,"Quito","Frutas",465.29,35,53,TRUE,3,0.08
2020-05-06,"Guayaquil","Verduras",148.78,19,42,FALSE,5,0
2020-05-07,"Portoviejo","Frutas",460.05,39,19,FALSE,4,0.1
2020-05-08,"Guayaquil","Pollo",466.63,12,NA,FALSE,3,0.1
2020-05-09,"Manta","Carne",212.56,18,18,FALSE,2,0.05
2020-05-10,"Manta","Verduras",291.84,12,23,TRUE,4,0.03
2020-05-11,"Portoviejo","Arroz",301.09,49,33,FALSE,4,0.02
2020-05-12,"Manta","Leche",141.43,19,45,FALSE,4,0.06
2020-05-13,"Guayaquil","Carne",497.04,35,57,FALSE,3,0.09
2020-05-14,"Portoviejo","Leche",376.68,36,57,FALSE,2,0.02
2020-05-15,"Manta","Frutas",93.86,21,60,TRUE,3,0.02
2020-05-16,"Guayaquil","Verduras",199.15,16,48,FALSE,5,0.08
2020-05-17,"Cuenca","Frutas",477.14,28,28,FALSE,4,0.07
2020-05-18,"Guayaquil","Pollo",412.98,1,36,FALSE,5,0.08
2020-05-19,"Cuenca","Pan",442.74,9,44,FALSE,2,0.04
2020-05-20,"Portoviejo","Atún",200.92,39,42,TRUE,3,0.06
2020-05-21,"Cuenca","Arroz",347.64,34,34,FALSE,5,0.1
2020-05-22,"Portoviejo","Arroz",472.58,14,44,FALSE,5,0.03
2020-05-23,"Cuenca","Atún",352.06,7,57,FALSE,5,0.08
2020-05-24,"Manta","Arroz",241.63,38,41,FALSE,5,0.04
2020-05-25,"Portoviejo","Atún",155.03,35,56,FALSE,3,0.08
2020-05-26,"Manta","Atún",120.69,10,34,FALSE,3,0.02
2020-05-27,"Guayaquil","Leche",313.98,38,30,FALSE,4,0.05
2020-05-28,"Cuenca","Verduras",208.14,24,42,FALSE,5,0.03
2020-05-29,"Guayaquil","Frutas",425.32,40,51,FALSE,5,0.03
2020-05-30,"Manta","Frutas",164.17,49,58,FALSE,3,0.09
2020-05-31,"Manta","Verduras",108.18,44,23,FALSE,4,0.04
2020-06-01,"Portoviejo","Atún",93.4,42,38,FALSE,3,0.04
2020-06-02,"Quito","Pollo",374.18,7,42,FALSE,2,0.1
2020-06-03,"Cuenca","Pollo",130.91,49,25,FALSE,4,0.06
2020-06-04,"Portoviejo","Frutas",384.64,1,26,FALSE,5,0.08
2020-06-05,"Manta","Atún",121.05,11,51,FALSE,2,0.08
2020-06-06,"Portoviejo","Pan",142.01,20,59,FALSE,2,0.1
2020-06-07,"Portoviejo","Atún",446.01,1,31,TRUE,2,0.05
2020-06-08,"Manta","Arroz",440.26,1,22,FALSE,1,0.05
2020-06-09,"Cuenca","Arroz",158.78,46,44,TRUE,3,0.01
2020-06-10,"Portoviejo","Verduras",138.34,33,29,FALSE,5,0
2020-06-11,"Manta","Pollo",94.37,10,41,FALSE,3,0.04
2020-06-12,"Portoviejo","Leche",486.84,12,19,FALSE,3,0.03
2020-06-13,"Portoviejo","Pan",494.16,32,32,FALSE,1,0.06
2020-06-14,"Manta","Carne",281.26,1,22,FALSE,5,0.08
2020-06-15,"Cuenca","Arroz",445.02,10,40,TRUE,2,0.08
2020-06-16,"Quito","Carne",232.62,50,33,FALSE,4,0.03
2020-06-17,"Guayaquil","Frutas",339.72,5,59,TRUE,3,0.04
2020-06-18,"Manta","Atún",61.99,36,20,FALSE,1,0.07
2020-06-19,"Manta","Pollo",289.89,17,39,FALSE,2,0.04
2020-06-20,"Manta","Pollo",349.29,26,55,FALSE,4,0.05
2020-06-21,"Guayaquil","Atún",280.29,49,41,FALSE,4,0.05
2020-06-22,"Cuenca","Leche",359.86,20,43,FALSE,3,0.02
2020-06-23,"Cuenca","Leche",157.3,37,52,FALSE,3,0.04
2020-06-24,"Portoviejo","Atún",221.71,12,56,FALSE,3,0.04
2020-06-25,"Guayaquil","Atún",116.5,31,31,FALSE,4,0.09
2020-06-26,"Cuenca","Leche",234.07,27,41,FALSE,3,0.08
2020-06-27,"Portoviejo","Arroz",252.5,18,49,TRUE,3,0.08
2020-06-28,"Manta","Frutas",172.76,4,33,FALSE,1,0.01
2020-06-29,"Manta","Frutas",221.13,37,NA,FALSE,2,0.08
2020-06-30,"Portoviejo","Carne",374.6,11,53,TRUE,3,0.03
2020-07-01,"Manta","Pan",406.46,2,24,FALSE,2,0.01
2020-07-02,"Manta","Carne",367,8,60,FALSE,5,0.01
2020-07-03,"Quito","Leche",192.65,2,21,FALSE,1,0.02
2020-07-04,"Portoviejo","Verduras",53.76,27,51,FALSE,1,0.04
2020-07-05,"Portoviejo","Pan",376.25,24,18,FALSE,5,0.09
2020-07-06,"Cuenca","Frutas",59.18,36,25,TRUE,3,0.02
2020-07-07,"Guayaquil","Pollo",391.78,6,46,TRUE,2,0.04
2020-07-08,"Portoviejo","Carne",188.69,16,39,FALSE,5,0.01
2020-07-09,"Portoviejo","Frutas",309.56,8,31,FALSE,3,0.09
2020-07-10,"Quito","Arroz",396.9,45,46,FALSE,1,0
2020-07-11,"Guayaquil","Atún",477.55,38,32,FALSE,2,0.05
2020-07-12,"Cuenca","Atún",484.35,7,44,FALSE,2,0
2020-07-13,"Portoviejo","Arroz",158.83,37,37,FALSE,3,0.03
2020-07-14,"Portoviejo","Pan",197.15,16,20,TRUE,4,0.04
2020-07-15,"Quito","Arroz",151.76,11,27,FALSE,5,0.08
2020-07-16,"Manta","Verduras",147.29,14,51,FALSE,4,0.03
2020-07-17,"Portoviejo","Atún",246.4,43,18,TRUE,2,0.05
2020-07-18,"Guayaquil","Arroz",421.8,21,24,TRUE,2,0.02
2020-07-19,"Quito","Pan",274,16,32,FALSE,5,0.1
2020-07-20,"Cuenca","Atún",359.93,3,44,FALSE,3,0.01
2020-07-21,"Portoviejo","Frutas",349.93,32,36,FALSE,4,0.05
2020-07-22,"Cuenca","Verduras",72.31,39,39,TRUE,4,0.05
2020-07-23,"Quito","Leche",252.86,7,18,FALSE,4,0
2020-07-24,"Guayaquil","Pollo",471.62,5,42,FALSE,1,0.05
2020-07-25,"Guayaquil","Atún",252.19,49,36,TRUE,2,0.01
2020-07-26,"Quito","Pan",224,44,54,FALSE,2,0.09
2020-07-27,"Manta","Pollo",107.76,4,30,FALSE,3,0.04
2020-07-28,"Quito","Carne",483.2,13,49,FALSE,2,0.01
2020-07-29,"Portoviejo","Pollo",75.06,26,42,FALSE,5,0.02
2020-07-30,"Portoviejo","Leche",306.37,27,18,FALSE,2,0.09
2020-07-31,"Guayaquil","Arroz",455.67,42,58,FALSE,1,0.07
2020-08-01,"Manta","Atún",251.49,2,42,FALSE,4,0.05
2020-08-02,"Portoviejo","Carne",369.02,3,30,FALSE,4,0.09
2020-08-03,"Manta","Leche",302.23,21,27,FALSE,4,0.04
2020-08-04,"Quito","Leche",268.61,38,28,FALSE,3,0.03
2020-08-05,"Guayaquil","Pollo",377.43,46,54,FALSE,2,0
2020-08-06,"Manta","Leche",85.37,9,34,FALSE,1,0.05
2020-08-07,"Manta","Carne",50.28,2,27,TRUE,5,0.01
2020-08-08,"Cuenca","Pan",90.26,49,42,FALSE,1,0.08
2020-08-09,"Portoviejo","Carne",99.86,23,52,FALSE,5,0.08
2020-08-10,"Quito","Atún",454.44,7,19,FALSE,4,0.01
2020-08-11,"Guayaquil","Leche",251.66,14,51,FALSE,2,0.08
2020-08-12,"Manta","Pan",291.04,29,35,FALSE,3,0.04
2020-08-13,"Quito","Atún",338.5,33,30,FALSE,1,0.06
2020-08-14,"Manta","Verduras",195.27,44,50,TRUE,1,0.09
2020-08-15,"Guayaquil","Arroz",334.08,12,55,FALSE,5,0.02
2020-08-16,"Quito","Verduras",273.38,26,56,FALSE,3,0
2020-08-17,"Manta","Frutas",440.93,36,23,FALSE,2,0.02
2020-08-18,"Cuenca","Pan",249.04,48,39,FALSE,2,0.06
2020-08-19,"Quito","Pollo",450.92,39,40,FALSE,3,0.03
2020-08-20,"Portoviejo","Atún",368.64,9,58,FALSE,4,0.02
2020-08-21,"Manta","Arroz",381.73,28,32,TRUE,2,0.09
2020-08-22,"Quito","Atún",418.04,46,60,FALSE,5,0.1
2020-08-23,"Manta","Atún",350.9,16,28,FALSE,3,0.06
2020-08-24,"Quito","Leche",329.12,31,18,FALSE,5,0.05
2020-08-25,"Portoviejo","Arroz",229.79,15,49,FALSE,1,0.05
2020-08-26,"Manta","Frutas",438.13,7,NA,FALSE,4,0.01
2020-08-27,"Quito","Pollo",464.32,35,57,FALSE,4,0.03
2020-08-28,"Manta","Carne",478.36,44,30,TRUE,2,0.05
2020-08-29,"Quito","Leche",274.35,18,30,FALSE,4,0.01
2020-08-30,"Guayaquil","Pan",442.97,9,56,TRUE,2,0.03
2020-08-31,"Manta","Verduras",328.31,2,18,FALSE,4,0.07
2020-09-01,"Manta","Leche",474.84,11,24,FALSE,4,0.07
2020-09-02,"Manta","Pollo",362.07,5,57,FALSE,4,0
2020-09-03,"Portoviejo","Pan",389.29,47,32,FALSE,2,0.07
2020-09-04,"Manta","Arroz",265.2,9,60,FALSE,5,0.08
2020-09-05,"Guayaquil","Pan",298.98,40,37,FALSE,1,0.09
2020-09-06,"Guayaquil","Pollo",148.44,48,43,FALSE,2,0.08
2020-09-07,"Quito","Atún",176.31,48,60,FALSE,1,0.05
2020-09-08,"Quito","Atún",439.96,36,36,TRUE,3,0.08
2020-09-09,"Manta","Pollo",407.39,39,58,FALSE,3,0.02
2020-09-10,"Cuenca","Atún",217.4,42,56,FALSE,1,0.01
2020-09-11,"Cuenca","Atún",148.89,4,56,FALSE,5,0.03
2020-09-12,"Portoviejo","Leche",78.66,1,56,FALSE,5,0.1
2020-09-13,"Quito","Arroz",473.08,40,39,FALSE,2,0
2020-09-14,"Guayaquil","Pollo",379.45,24,36,FALSE,2,0.02
2020-09-15,"Guayaquil","Atún",371.1,7,29,FALSE,2,0.07
2020-09-16,"Portoviejo","Arroz",410.21,33,33,FALSE,4,0.04
2020-09-17,"Manta","Atún",310.3,21,34,FALSE,1,0.03
2020-09-18,"Quito","Pollo",215.11,16,57,TRUE,4,0.05
2020-09-19,"Quito","Frutas",180.32,44,NA,TRUE,1,0.09
2020-09-20,"Portoviejo","Arroz",338.78,1,58,TRUE,1,0.07
2020-09-21,"Guayaquil","Leche",238.03,49,49,FALSE,4,0.07
2020-09-22,"Cuenca","Leche",383.36,19,43,TRUE,3,0.02
2020-09-23,"Portoviejo","Arroz",189.93,29,18,FALSE,5,0.02
2020-09-24,"Cuenca","Pollo",451.35,24,29,TRUE,1,0.01
2020-09-25,"Quito","Pollo",389.49,7,36,TRUE,5,0.09
2020-09-26,"Quito","Leche",130.83,37,35,FALSE,5,0.02
2020-09-27,"Guayaquil","Verduras",197.53,26,19,FALSE,5,0.03
2020-09-28,"Manta","Leche",191.3,43,23,FALSE,2,0.09
2020-09-29,"Manta","Atún",134.33,40,26,TRUE,1,0.05
2020-09-30,"Quito","Carne",212.88,23,43,FALSE,3,0.06
2020-10-01,"Guayaquil","Atún",354.28,4,35,FALSE,2,0.08
2020-10-02,"Guayaquil","Verduras",343.88,46,33,TRUE,3,0.09
2020-10-03,"Quito","Verduras",441,42,45,FALSE,1,0.08
2020-10-04,"Quito","Arroz",127.51,11,47,FALSE,3,0.06
2020-10-05,"Quito","Pollo",414.3,16,56,FALSE,3,0.06
2020-10-06,"Manta","Carne",375.66,32,34,TRUE,2,0.07
2020-10-07,"Portoviejo","Pan",425.07,30,32,FALSE,5,0.08
2020-10-08,"Manta","Carne",492.35,9,58,TRUE,5,0.03
2020-10-09,"Guayaquil","Carne",213.33,12,46,FALSE,2,0.02
2020-10-10,"Portoviejo","Pollo",186.79,15,47,FALSE,5,0.07
2020-10-11,"Cuenca","Verduras",114.26,6,32,FALSE,5,0.08
2020-10-12,"Cuenca","Atún",155.17,46,46,FALSE,2,0.02
2020-10-13,"Manta","Carne",443.72,39,38,TRUE,5,0.07
2020-10-14,"Cuenca","Frutas",128.98,11,36,FALSE,3,0.08
2020-10-15,"Quito","Leche",329.51,7,44,FALSE,2,0.06
2020-10-16,"Quito","Pan",135.96,37,29,FALSE,4,0
2020-10-17,"Guayaquil","Atún",438.38,20,22,FALSE,5,0.05
2020-10-18,"Guayaquil","Pan",117.58,26,20,FALSE,1,0.09
2020-10-19,"Portoviejo","Arroz",154.51,16,59,FALSE,3,0.08
2020-10-20,"Cuenca","Pan",353.95,46,38,FALSE,1,0.06
2020-10-21,"Quito","Pan",459.25,4,39,FALSE,3,0.08
2020-10-22,"Manta","Atún",246.98,28,41,FALSE,1,0.02
2020-10-23,"Manta","Leche",220.84,25,25,FALSE,2,0.04
2020-10-24,"Portoviejo","Pan",284.25,14,18,FALSE,4,0.05
2020-10-25,"Cuenca","Pollo",166.24,37,36,FALSE,3,0.07
2020-10-26,"Quito","Atún",213.54,44,59,TRUE,1,0.05
2020-10-27,"Cuenca","Pollo",430.47,21,20,FALSE,3,0.09
2020-10-28,"Portoviejo","Pollo",264.04,15,57,FALSE,4,0.05
2020-10-29,"Quito","Pan",58.42,25,36,TRUE,2,0.02
2020-10-30,"Quito","Verduras",184.1,6,26,FALSE,2,0.05
2020-10-31,"Cuenca","Atún",365.52,23,32,FALSE,5,0.07
2020-11-01,"Manta","Carne",217.12,26,38,FALSE,1,0.09
2020-11-02,"Cuenca","Pollo",320.77,23,28,FALSE,1,0.02
2020-11-03,"Portoviejo","Frutas",395.95,26,57,FALSE,1,0.08
2020-11-04,"Quito","Carne",359.53,3,37,FALSE,3,0.03
2020-11-05,"Quito","Arroz",163.87,30,60,FALSE,1,0.07
2020-11-06,"Guayaquil","Leche",359.5,18,24,FALSE,4,0.02
2020-11-07,"Cuenca","Verduras",216.41,7,59,FALSE,3,0.04
2020-11-08,"Manta","Pollo",97.06,43,55,FALSE,2,0.04
2020-11-09,"Guayaquil","Verduras",209.17,27,20,FALSE,2,0.1
2020-11-10,"Quito","Pan",416.17,28,54,TRUE,5,0.08
2020-11-11,"Manta","Pan",339.68,50,52,FALSE,2,0.04
2020-11-12,"Quito","Pollo",317.37,38,36,FALSE,3,0.02
2020-11-13,"Portoviejo","Carne",289.15,36,60,FALSE,1,0.01
2020-11-14,"Cuenca","Arroz",248.85,24,50,FALSE,5,0.04
2020-11-15,"Cuenca","Carne",96.62,48,43,FALSE,2,0.07
2020-11-16,"Portoviejo","Atún",451.44,30,50,FALSE,2,0.08
2020-11-17,"Guayaquil","Arroz",204.98,13,21,FALSE,3,0.03
2020-11-18,"Quito","Pan",190.38,42,22,FALSE,1,0.09
2020-11-19,"Guayaquil","Frutas",334.83,40,51,TRUE,1,0.03
2020-11-20,"Quito","Frutas",187.38,14,27,FALSE,2,0.08
2020-11-21,"Cuenca","Carne",356.03,37,22,FALSE,1,0.06
2020-11-22,"Quito","Leche",179.43,45,49,TRUE,3,0.08
2020-11-23,"Portoviejo","Verduras",447.59,50,34,FALSE,4,0.03
2020-11-24,"Manta","Pollo",480.22,20,51,FALSE,1,0.1
2020-11-25,"Quito","Frutas",126.88,26,21,TRUE,1,0.09
2020-11-26,"Portoviejo","Verduras",484.78,12,60,FALSE,4,0.06
2020-11-27,"Cuenca","Pollo",159.19,19,46,FALSE,3,0.03
2020-11-28,"Quito","Atún",169.93,24,20,FALSE,2,0.04
2020-11-29,"Manta","Carne",101.33,22,44,FALSE,1,0.01
2020-11-30,"Cuenca","Arroz",105.97,21,25,FALSE,4,0.01
2020-12-01,"Portoviejo","Pan",251.56,21,50,FALSE,1,0.05
2020-12-02,"Cuenca","Frutas",141.73,49,34,FALSE,5,0.01
2020-12-03,"Guayaquil","Leche",59.27,5,49,FALSE,4,0.09
2020-12-04,"Guayaquil","Leche",379.48,19,20,FALSE,3,0.04
2020-12-05,"Manta","Pan",70.44,23,32,FALSE,3,0.01
2020-12-06,"Cuenca","Leche",95.27,18,21,FALSE,2,0.06
2020-12-07,"Cuenca","Pollo",227.05,8,19,FALSE,3,0.07
2020-12-08,"Quito","Pollo",357.61,28,53,FALSE,2,0.07
2020-12-09,"Cuenca","Leche",218.34,18,47,FALSE,3,0.09
2020-12-10,"Portoviejo","Carne",253.96,30,49,FALSE,5,0.06
2020-12-11,"Guayaquil","Arroz",325.51,28,34,FALSE,5,0.06
2020-12-12,"Quito","Pollo",358.44,5,22,FALSE,4,0.04
2020-12-13,"Portoviejo","Pollo",461.01,38,33,FALSE,2,0.09
2020-12-14,"Portoviejo","Leche",448.54,44,49,FALSE,3,0.06
2020-12-15,"Quito","Leche",190.89,12,46,TRUE,4,0.08
2020-12-16,"Manta","Atún",258.51,35,37,FALSE,2,0.03
2020-12-17,"Manta","Verduras",260.38,12,51,FALSE,4,0.07
2020-12-18,"Manta","Atún",125.06,44,48,FALSE,5,0.1
2020-12-19,"Cuenca","Atún",442.17,35,56,FALSE,2,0.09
2020-12-20,"Portoviejo","Pan",182.52,17,44,FALSE,1,0.06
2020-12-21,"Quito","Pollo",78.64,37,20,FALSE,2,0.04
2020-12-22,"Guayaquil","Arroz",441.79,45,31,FALSE,2,0.01
2020-12-23,"Cuenca","Pan",334.99,43,33,FALSE,1,0.05
2020-12-24,"Manta","Atún",202.57,36,57,TRUE,5,0.07
2020-12-25,"Quito","Verduras",270.92,16,30,FALSE,4,0.05
2020-12-26,"Cuenca","Arroz",291.7,12,39,TRUE,1,0.02
2020-12-27,"Portoviejo","Leche",353.64,10,25,FALSE,5,0.09
2020-12-28,"Portoviejo","Pan",104.29,17,21,FALSE,3,0.08
2020-12-29,"Guayaquil","Leche",157.48,34,40,FALSE,4,0.04
2020-12-30,"Quito","Frutas",266.87,24,48,FALSE,2,0.08
2020-12-31,"Cuenca","Verduras",332.03,35,50,FALSE,5,0.06
2021-01-01,"Quito","Verduras",236.36,45,26,FALSE,1,0.06
2021-01-02,"Portoviejo","Carne",445.02,5,43,FALSE,2,0.05
2021-01-03,"Portoviejo","Atún",347.45,13,24,FALSE,4,0.02
2021-01-04,"Manta","Carne",420.58,23,39,FALSE,4,0.03
2021-01-05,"Guayaquil","Atún",277.3,30,53,FALSE,1,0.02
2021-01-06,"Cuenca","Arroz",449.82,3,32,FALSE,2,0
2021-01-07,"Guayaquil","Verduras",432.74,26,45,TRUE,2,0.06
2021-01-08,"Portoviejo","Verduras",497.34,1,54,FALSE,4,0.01
2021-01-09,"Portoviejo","Pollo",107.36,20,22,FALSE,1,0.09
2021-01-10,"Quito","Pollo",286.18,31,28,FALSE,5,0
2021-01-11,"Quito","Arroz",240.1,26,55,FALSE,5,0.1
2021-01-12,"Cuenca","Carne",395.11,48,39,TRUE,3,0.09
2021-01-13,"Manta","Pollo",325.54,17,56,FALSE,1,0.01
2021-01-14,"Portoviejo","Arroz",222.48,45,34,FALSE,1,0.05
2021-01-15,"Guayaquil","Frutas",359.06,47,22,FALSE,3,0.02
2021-01-16,"Portoviejo","Frutas",76.54,1,57,FALSE,1,0.02
2021-01-17,"Guayaquil","Arroz",333.69,26,42,FALSE,2,0.08
2021-01-18,"Cuenca","Leche",217.32,28,40,FALSE,3,0.02
2021-01-19,"Portoviejo","Pollo",376.6,22,59,FALSE,1,0.07
2021-01-20,"Guayaquil","Leche",141.67,37,32,FALSE,2,0.04
2021-01-21,"Portoviejo","Carne",324.39,17,47,TRUE,5,0.03
